"ParkName","UnitCode","ParkType","NPFlag","Region","States","latitude","longitude","DateCreated","Age","NPS.Fee.Acres","Private.Acres","Gross.Area.Acres","RecreationVisitsTotal2019","RecreationHoursTotal2019","AvgMonthlyVisits2019","AvgMonthlyHours2019","activities","topics","entranceFees"
"Cuyahoga Valley","CUVA","National Park",1,"Midwest ","OH","41.26093905","-81.57116722",1975-06-26,46,"19,057.54","3,601.70","32,571.88","2,237,997","6,555,235",186499.75,546269.583333333,"Arts and Culture, Biking, Birdwatching, Bookstore and Park Store, Camping, Canoeing, Craft Demonstrations, Cross-Country Skiing, Cultural Demonstrations, Downhill Skiing, Fishing, Food, Gift Shop and Souvenirs, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Kayaking, Live Music, Living History, Mountain Biking, Paddling, Park Film, Picnicking, Reenactments, Shopping, Skiing, Snow Play, Snowshoeing, Stand Up Paddleboarding, Wildlife Watching","Animals, Architecture and Building, Arts, Birds, Canals, Colonization and Settlement, Deciduous Forests, Farming and  Agriculture, Forests and Woodlands, Industry, Lakes, Mills, Music, Native American Heritage, River and Riparian, Trails, Trains and Railroads, Transportation, Waterfalls, Watersheds, Wetlands","Entrance (0.0000)"
"Civil War Defenses of Washington","CWDW","",0,NA,"DC,MD,VA","38.93596206","-77.04998374",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Biking, First Person Interpretation, Food, Guided Tours, Hiking, Junior Ranger Program, Living History, Mountain Biking, Picnicking, Road Biking, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Theater, Wildlife Watching","Animals, Birds, Burial, Cemetery and Gravesite, Civil Rights, Civil War, Forts, Industry, Infantry and Militia, Military, Mills, Monuments and Memorials, National Cemetery, Reconstruction, Social Movements, Trails, Wars and Conflicts","Civil War Defenses Of Washington (0.0000)"
"Dayton Aviation Heritage","DAAV","National Historical Park",0,"Midwest ","OH","39.78944467","-84.10442045",1992-10-16,28,"0.69","5.26","110.56","94,709","130,226",7892.41666666667,10852.1666666667,"Biking, Bookstore and Park Store, Dining, Food, Guided Tours, Junior Ranger Program, Museum Exhibits, Road Biking, Shopping","African American Heritage, Arts, Aviation, Floods, Photography, Poetry and Literature, Science, Technology and Innovation, Tragic Events, Transportation","No Entrance Fees (0.0000)"
"David Berger","DABE","National Memorial",0,NA,"OH","41.47369879","-81.49133831",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","Massacres, Monuments and Memorials, Tragic Events","Entrance (0.0000)"
"Delaware & Lehigh","DELE","National Heritage Corridor",0,NA,"PA","40.6690786778927","-75.2365978807211",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","National Heritage Corridor Fees (0.0000)"
"Denali","DENA","National Park & Preserve",1,"Alaska","AK","63.29777484","-151.0526568",1917-02-26,104,"6,036,890.48","31,833.48","6,075,028.96","601,152","6,634,699",50096,552891.583333333,"Arts and Culture, Astronomy, Backcountry Camping, Backcountry Hiking, Biking, Bus/Shuttle Guided Tour, Camping, Car or Front Country Camping, Climbing, Cross-Country Skiing, Dog Sledding, Flying, Front-Country Hiking, Gathering and Foraging, Group Camping, Guided Tours, Hiking, Hunting, Hunting and Gathering, Junior Ranger Program, Mountain Climbing, Off-Trail Permitted Hiking, Park Film, RV Camping, Skiing, Snow Play, Snowmobiling, Snowshoeing, Stargazing, Wildlife Watching","Animals, Archeology, Arctic, Arts, Aurora Borealis, Aviation, Birds, Climate Change, Coniferous Forests, Dinosaur, Fire, Forests and Woodlands, Fossils and Paleontology, Geology, Glaciers, Industry, Mining, Mountains, Natural Sounds, Night Sky, Scenic Views, The Gold Rush, Trails, Tundra, Westward Expansion, Wilderness, Wolves","Denali Entrance Fee—Per Person (15.0000)"
"Devils Postpile","DEPO","National Monument",0,"Pacific West ","CA","37.6152564","-119.0873903",1911-07-06,110,"800.19","0","800.19","147,864","517,521",12322,43126.75,"Astronomy, Camping, Car or Front Country Camping, Fishing, Front-Country Hiking, Hiking, Junior Ranger Program, Stargazing, Wildlife Watching","Animals, Astronomy, Climate Change, Coniferous Forests, Fire, Forests and Woodlands, Freshwater Springs, Geology, Groundwater, Marshes, Mountains, Natural Sounds, Night Sky, River and Riparian, Scenic Views, Swamps, Trails, Volcanoes, Waterfalls, Watersheds, Wetlands, Wilderness",NA
"De Soto","DESO","National Memorial",0,"Southeast ","FL","27.52272613","-82.64335416",1948-03-11,73,"24.78","5.22","30","187,880","310,003",15656.6666666667,25833.5833333333,"Bookstore and Park Store, Fishing, Historic Weapons Demonstration, Kayaking, Living History, Paddling, Reenactments, Saltwater Fishing, Shopping","Animals, Birds, Colonial/European Contact Conflicts, Estuaries and Mangroves, Explorers and Expeditions, Hispanic American Heritage, Indigenous and Native Warrior, Maritime, Maritime - Military, Marshes, Massacres, Military, Native American Heritage, Ships and Shipwrecks, Swamps, Tortoises and Turtles, Tragic Events, Wars and Conflicts, Wetlands","De Soto National Memorial (0.0000)"
"Devils Tower","DETO","National Monument",0,"Intermountain ","WY","44.59064655","-104.7156341",1906-09-24,114,"1,346.91","0.3","1,347.21","450,785","1,288,987",37565.4166666667,107415.583333333,"Astronomy, Birdwatching, Camping, Car or Front Country Camping, Climbing, Front-Country Hiking, Group Camping, Hiking, Junior Ranger Program, Rock Climbing, RV Camping, Stargazing, Wildlife Watching","Astronomy, Buttes, Explorers and Expeditions, Forests and Woodlands, Geology, Homesteading, Native American Heritage, Night Sky, Presidents, River and Riparian, Roads, Routes and Highways, Rock Landscapes and Features, Schools and Education, The Gold Rush, Trails, Transportation, Tribal Conflicts, Wars and Conflicts, Westward Expansion, Women's History","Entrance Fee, 1-7 Day Vehicle Pass (25.0000), Entrance Fee, 1-7 Day Motorcycle Pass (20.0000), Entrance Fee, 1-7 Day Individual Permit (15.0000), Commercial Tours (seating capacity 1-6 people) (25.0000), Commercial Tours (seating capacity 7-25 people) (40.0000), Commercial Tours (seating capacity 26 or more people) (100.0000)"
"Death Valley","DEVA","National Park",1,"Pacific West ","CA,NV","36.48753731","-117.134395",1933-02-11,88,"3,354,788.69","8,953.37","3,408,406.73","1,740,945","12,025,316",145078.75,1002109.66666667,"Astronomy, Auto and ATV, Backcountry Camping, Backcountry Hiking, Biking, Birdwatching, Bookstore and Park Store, Camping, Canyoneering, Car or Front Country Camping, Compass and GPS, First Person Interpretation, Flying, Food, Front-Country Hiking, Gift Shop and Souvenirs, Golfing, Guided Tours, Hiking, Horse Trekking, Junior Ranger Program, Living History, Museum Exhibits, Orienteering, Park Film, Scenic Driving, Shopping, Stargazing, Wildlife Watching","Animals, Archeology, Asian American Heritage, Astronomy, Birds, Climate Change, Dunes, Endangered, Fish, Foothills, Plains and Valleys, Fossils and Paleontology, Geology, Incarceration, Industry, Japanese-American Internment, Migrations, Mining, Mountains, Night Sky, Scenic Views, Tortoises and Turtles, Trails, Unique Species, Wilderness","Death Valley Entrance Fee - per vehicle (30.0000), Death Valley Entrance Fee - per motorcycle (25.0000), Death Valley Entrance Fee - per individual (15.0000)"
"Delaware Water Gap","DEWA","National Recreation Area",0,"Northeast ","NJ,PA","41.12793491","-74.94751173",1965-09-01,55,"58,314.56","2,766.74","68,663.66","3,374,865","14,354,784",281238.75,1196232,"Arts and Culture, Backcountry Camping, Biking, Birdwatching, Boating, Bookstore and Park Store, Canoe or Kayak Camping, Canoe or Kayak Camping, Canoeing, Car or Front Country Camping, Climbing, Cross-Country Skiing, Fishing, Freshwater Swimming, Group Camping, Guided Tours, Hiking, Horseback Riding, Hunting, Junior Ranger Program, Kayaking, Museum Exhibits, Picnicking, RV Camping, Scenic Driving, Snowshoeing","Animals, Architecture and Building, Arts, Birds, Conservation Movement, Dams, Foothills, Plains and Valleys, Forests and Woodlands, Freshwater Springs, Geology, Lakes, River and Riparian, Scenic Views, Trails, Waterfalls, Wetlands","Vehicle Expanded amenity fee (10.0000), Bicycle expanded amenity fee (2.0000), Pedestrian expanded amenity fee (2.0000), Park Entrance Fee (0.0000), Park Vehicle Season Pass (45.0000)"
"Dinosaur","DINO","National Monument",0,"Intermountain ","CO,UT","40.50739742","-108.9333714",1915-10-04,105,"203,097.93","4,465.45","210,281.92","298,965","1,835,325",24913.75,152943.75,"Astronomy, Auto and ATV, Backcountry Camping, Backcountry Hiking, Biking, Birdwatching, Bookstore and Park Store, Camping, Car or Front Country Camping, Fishing, Front-Country Hiking, Group Camping, Hiking, Junior Ranger Program, Kayaking, Off-Trail Permitted Hiking, Paddling, Scenic Driving, Shopping, Stargazing, Whitewater Rafting, Wildlife Watching","Ancient Seas, Animals, Archeology, Arts, Birds, Canyons and Canyonlands, Coniferous Forests, Dinosaur, Elk, Endangered, Explorers and Expeditions, Fish, Forests and Woodlands, Fossils and Paleontology, Geology, Homesteading, Mountains, Natural Sounds, Night Sky, Photography, River and Riparian, Scenic Views, Thickets and Shrublands, Trails, Unique Species, Watersheds, Westward Expansion, Wilderness","Dinosaur Entrance Fee - Private Vehicle (25.0000), Dinosaur Entrance Fee - Motorcycle (20.0000), Dinosaur Entrance Fee - Per Person (15.0000)"
"Dry Tortugas","DRTO","National Park",1,"Southeast ","FL","24.628741","-82.87319",1992-10-26,28,"61,481.22","0","64,701.22","79,200","613,198",6600,51099.8333333333,"Astronomy, Birdwatching, Boating, Bookstore and Park Store, Camping, Fishing, Guided Tours, Junior Ranger Program, Paddling, SCUBA Diving, Shopping, Snorkeling, Stargazing, Swimming, Wildlife Watching","African American Heritage, Alligators or Crocodiles, Animals, Architecture and Building, Birds, Civil War, Coastal Defenses, Coral Reefs, Endangered, Fish, Forts, Geology, Lighthouses, Maritime, Natural Sounds, Night Sky, Oceans, Ships and Shipwrecks, Tortoises and Turtles, Unique Species, Wars and Conflicts","Dry Tortugas Entrance Fee (10.0000)"
"Ebey's Landing","EBLA","National Historical Reserve",0,NA,"WA","48.21403036","-122.6877213",1978-11-10,42,"686.18","16,490.68","19,333.51",NA,NA,NA,NA,"Astronomy, Biking, Birdwatching, Boating, Camping, Canoe or Kayak Camping, Canoeing, Car or Front Country Camping, Dining, Fishing, Food, Front-Country Hiking, Group Camping, Guided Tours, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Kayaking, Mountain Biking, Museum Exhibits, Paddling, Picnicking, Road Biking, Sailing, Saltwater Fishing, SCUBA Diving, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping, Stand Up Paddleboarding, Stargazing, Wildlife Watching","Animals, Architecture and Building, Asian American Heritage, Astronomy, Aurora Borealis, Birds, Burial, Cemetery and Gravesite, Coastal Defenses, Coasts, Islands and Atolls, Colonization and Settlement, Commerce, Explorers and Expeditions, Farming and  Agriculture, Fish, Forts, Grasslands, Homesteading, Landscape Design, Lighthouses, Maritime, Maritime - Military, Migrations, Military, Native American Heritage, Night Sky, Oceans, Prairies, Rare, Trade, Unique Species, Westward Expansion, Whales","Fort Ebey State Park (10.0000), General Entrance (0.0000), Fort Casey State Park (10.0000), Ebey's Landing State Park (10.0000)"
"Edgar Allan Poe","EDAL","National Historic Site",0,"Northeast ","PA","39.96195482","-75.1500062",1978-11-10,42,"0.52","0","0.52","15,527","15,527",1293.91666666667,1293.91666666667,"Guided Tours, Junior Ranger Program","Arts, Poetry and Literature","None (0.0000)"
"Thomas Edison","EDIS","National Historical Park",0,"Northeast ","NJ","40.78549896","-74.23821139",1955-12-06,65,"21.25","0","21.25","42,224","53,505",3518.66666666667,4458.75,"Guided Tours, Junior Ranger Program, Self-Guided Tours - Walking","Burial, Cemetery and Gravesite, Catastrophic Fires, Factories, Geothermal, Industry, Music, Science, Technology and Innovation, Tragic Events, Wars and Conflicts, World War I","Thomas Edison NHP - Per Person Entrance Fee (15.0000), Laboratory Complex Audio Tour (5.0000)"
"Effigy Mounds","EFMO","National Monument",0,"Midwest ","IA","43.08095081","-91.19687517",1949-10-25,71,"2,489.26","0","2,526.39","65,581","163,956",5465.08333333333,13663,"Birdwatching, Bookstore and Park Store, Front-Country Hiking, Guided Tours, Hiking, Junior Ranger Program, Museum Exhibits, Park Film, Shopping, Wildlife Watching","Animals, Archeology, Birds, Burial, Cemetery and Gravesite, Deciduous Forests, Fire, Forests and Woodlands, Geology, Grasslands, Native American Heritage, Prairies, Scenic Views, Wetlands","Visitor Center and Trails (0.0000)"
"Eisenhower","EISE","National Historic Site",0,"Northeast ","PA","39.79577592","-77.26508101",1967-11-27,53,"687.37","0","690.46","47,277","75,643",3939.75,6303.58333333333,"Bookstore and Park Store, Guided Tours, Junior Ranger Program, Living History, Museum Exhibits, Self-Guided Tours - Walking, Shopping","Civil War, Cold War, Farming and  Agriculture, Military, Presidents, US Army, Wars and Conflicts, World War I, World War II",NA
"El Camino Real de Tierra Adentro","ELCA","National Historic Trail",0,NA,"NM,TX","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Auto and ATV, Hiking, Museum Exhibits, Scenic Driving, Theater","Archeology, Architecture and Building, Arts, Colonization and Settlement, Commerce, Explorers and Expeditions, Forts, Mexican War, Missions, Photography, Religion and Spirituality, Trade, Trails, Wars and Conflicts","General Entrance Fee Information (0.0000)"
"Ellis Island","ELIS","Part of Statue of Liberty National Monument",0,NA,"NJ,NY","40.69946","-74.0401",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat Tour, Bookstore and Park Store, Dining, Food, Gift Shop and Souvenirs, Guided Tours, Junior Ranger Program, Museum Exhibits, Park Film, Picnicking, Self-Guided Tours - Walking, Shopping","Architecture and Building, Coastal Defenses, Floods, Immigration, Maritime, Migrations, Tragic Events, War of 1812, Wars and Conflicts","No Entrance Fee (0.0000)"
"El Malpais","ELMA","National Monument",0,"Intermountain ","NM","34.88422799","-107.9950948",1987-12-31,33,"109,946.76","3,964.74","114,347.11","158,924","635,695",13243.6666666667,52974.5833333333,"Arts and Culture, Astronomy, Auto and ATV, Backcountry Camping, Camping, Caving, Hiking, Hunting and Gathering, Junior Ranger Program, Scenic Driving, Wildlife Watching","Animals, Caves, Caverns and Karst, Fire, Rare, Unique Species, Volcanoes","El Malpais National Monument Entrance Fee (0.0000)"
"El Morro","ELMO","National Monument",0,"Intermountain ","NM","35.03895916","-108.3463984",1906-12-08,114,"1,039.92","238.8","1,278.72","68,867","218,969",5738.91666666667,18247.4166666667,"Arts and Culture, Camping, Car or Front Country Camping, Cultural Demonstrations, Guided Tours, Hiking, Park Film, RV Camping, Self-Guided Tours - Walking","Animals, Archeology, Birds, Forests and Woodlands, Geology, Military, Ruins, Schools and Education, Trails, US Army, Westward Expansion","El Morro National Monument Entrance Fee (0.0000)"
"Eleanor Roosevelt","ELRO","National Historic Site",0,"Northeast ","NY","41.76208482","-73.89894026",1977-05-26,44,"180.5","0","180.5","47,630","71,448",3969.16666666667,5954,"Bookstore and Park Store, Citizen Science, Guided Tours, Hands-On, Hiking, Museum Exhibits, Shopping","Women's History","Eleanor Roosevelt Entrance Fee (0.0000)"
"El Camino Real de los Tejas","ELTE","National Historic Trail",0,NA,"TX,LA","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto and ATV, Museum Exhibits, Scenic Driving","Archeology, Architecture and Building, Arts, Colonization and Settlement, Commerce, Explorers and Expeditions, Forts, Missions, Native American Heritage, Photography, Religion and Spirituality, Schools and Education, Trade, Trails","General Entrance Fee Information (0.0000)"
"Erie Canalway","ERIE","National Heritage Corridor",0,NA,"NY","43.0179443359375","-75.9960784912109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","Erie Canalway National Heritage Corridor (0.0000)"
"Essex","ESSE","National Heritage Area",0,NA,"MA","42.6678314208984","-70.9571075439453",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","Essex National Heritage Area (0.0000)"
"Eugene O'Neill","EUON","National Historic Site",0,"Pacific West ","CA","37.82604456","-122.0271566",1976-10-18,44,"13.19","0","13.19","2,944","6,330",245.333333333333,527.5,"Arts and Culture, Bookstore and Park Store, Gift Shop and Souvenirs, Guided Tours, Museum Exhibits, Self-Guided Tours - Walking, Shopping, Theater","Scenic Views","Eugene O'Neill National Historic Site (0.0000)"
"Everglades","EVER","National Park",1,"Southeast ","FL","25.37294225","-80.88200301",1934-05-30,87,"1,508,630.67","285.82","1,508,938.57","1,118,300","4,963,388",93191.6666666667,413615.666666667,"Astronomy, Backcountry Camping, Backcountry Hiking, Biking, Birdwatching, Boat Tour, Boat Tour, Boating, Bookstore and Park Store, Bus/Shuttle Guided Tour, Camping, Canoe or Kayak Camping, Citizen Science, Compass and GPS, Fishing, Food, Freshwater Fishing, Front-Country Hiking, Geocaching, Guided Tours, Hands-On, Hiking, Junior Ranger Program, Museum Exhibits, Paddling, Park Film, Picnicking, Road Biking, RV Camping, Saltwater Fishing, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping, Stargazing, Volunteer Vacation, Wildlife Watching","Alligators or Crocodiles, Animals, Archeology, Architecture and Building, Armories, Artillery, Arts, Birds, Cats (wild), Climate Change, Coasts, Islands and Atolls, Cold War, Colonization and Settlement, Conservation Movement, Endangered, Estuaries and Mangroves, Fire, Fish, Geology, Grasslands, Marshes, Military, Native American Heritage, Natural Sounds, Night Sky, Oceans, Prairies, Rare, River and Riparian, Scenic Views, Schools and Education, Social Movements, Tortoises and Turtles, Trails, Unique Species, US Army, Wars and Conflicts, Water Trails, Wetlands, Wilderness","Everglades National Park Entrance Fee- Per vehicle (25.0000), Everglades National Park Entrance Fee- Per Person/Cyclist (8.0000), Everglades National Park Entrance Fee- Per Motorcycle (20.0000), Everglades National Park Entrance Fee-  Commercial Motorcoach (200.0000), Everglades National Park Entrance Fee- Commercial Minibus (100.0000), Everglades National Park Entrance Fee- Commercial Van (75.0000), Everglades National Park Entrance Fee- Commercial Sedan (25.0000)"
